"site","job_url","job_url_direct","title","company","location","job_type","date_posted","interval","min_amount","max_amount","currency","is_remote","emails","description","company_url","company_url_direct","company_addresses","company_industry","company_num_employees","company_revenue","company_description","logo_photo_url","banner_photo_url","ceo_name","ceo_photo_url"
"glassdoor","https://www.glassdoor.co.uk/job-listing/j?jl=1009234004908","","RDC Delivery Driver","GSF Car Parts","Chester, England","","2024-04-12","","","","",False,"","### **About The Role**


Delivery Driver's play a crucial part of the team within GSF Car Parts. They are the face of our brand by delivering parts to customers and continuously providing excellent customer service. Our RDC Delivery Drivers are important to us, preparing and carrying out deliveries to branches within the network to ensure they have the required stock to service our customers.
  

As an RDC Delivery Driver, you will be responsible for contributing to overall success of a high performing organisation and promoting the Company brand through positive interaction with customers.  

  

**Main Duties include:**  

  

* Delivering product to branches on time and in full within the branch network
* Load and unload product at branches in relation to corresponding paperwork
* Keep to the delivery schedule as far as possible
* Ensure product to secure and safe for transport
* Communicate with relevant departments
* Ensure van is parked in a non-obstructive place at branch premises
* Ensure product is left in correct place as per branch instructions
* Vehicle maintenance including carrying out daily checks
* Help in the warehouse as and when required

**Working hours:**
 41 (average) hours Monday to Friday, including alternate Saturday working
### **About You**

**What you'll need to succeed:**  

* Must hold a full UK Driving Licence with a maximum of 6 points
* Must have a minimum of 3 years driving experience
* Ability to understand necessity of excellent standards of customer service
* Work to deadlines with good time keeping skills
* Customer focused, driven to achieve and willing to go the extra mile

**What we'll offer:**

Benefits at GSF Car Parts are designed to support all aspects of our team members life throughout their career. Whether that’s their health, wealth or everyday lifestyle, we are here for our team members and their loved ones and there is something for everyone! To name a few of our benefits we offer:

* Opportunity to earn a performance based bonus as part of this role
* 20 days annual leave (including bank holidays) plus the opportunity to earn up to 5 more with time-served
* Free flu vaccine
* Health & wellbeing tools
* Free support from pension experts
* Life assurance scheme
* Discounts from 100’s of household names including Asda, Nike & John Lewis
* A suite of financial wellbeing products including advances and savings schemes
* Paid time off to volunteer
* Training qualifications and career progression opportunities
### **About Us**


GSF Car Parts is one of the UK’s leading automotive parts distributors, supplying thousands of independent garages throughout the UK and Ireland with parts, tools, garage equipment and specialist training. The group has over 175 branches nationwide and a turnover exceeding £475 million. Built on the heritage and success of a dozen local brand identities acquired over several years, we have traded as one brand since November 2021. Our branch network is bolstered by centralised support and expertise from specialist departments in key areas such as procurement and supply chain, marketing and national accounts. The business also benefits from integrated IT systems, which include our industry leading catalogue system, Allicat, and access to the Group's national garage programme, Servicesure.","https://www.glassdoor.co.uk/Overview/W-EI_IE988983.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.uk/job-listing/j?jl=1009234030259","","Saturday Van Driver","Stapletons","Warrington, North West England, England","","2024-04-12","hourly",18.0,18.0,"GBP",False,"","**Our Van Driver Opportunity**  

We are recruiting for permanent Multi-drop Van Drivers, 5 hours every Saturday Morning with opportunity to do adhoc hours during the week.

 **What you will be doing**  

* Driving a long wheelbase van to make multi-drop deliveries of tyres to business addresses regionally
* Checking products against delivery paperwork, manually loading & unloading tyres from your vehicle

  

**About you**  

* A valid driving licence (CAT B) is essential
* Possess a good level of driving experience/skills
* Ensure that safety is the priority with every journey
* Enthusiastic about delivering great customer service
* Seeking an active, hands-on job where no two days are the same

  

**Benefits**  

* Regular weekly overtime paid at premium rates
* Industry leading 31 days annual leave including bank holidays, increasing to 38 days with service
* Life assurance
* Exclusive discounts at major retailers, restaurants, holidays and much more
* Generous staff discounts for you and your family
* Award-winning training and development, with fantastic career prospects
* Wide range of wellbeing support for you and your family
* Free uniform & PPE


So please apply and join us on our journey!

 **About us**  

We keep you mobile by sourcing a vast range of tyres from around the world and supply our customers from our 11 UK distribution centres, using our own fleet of vehicles and drivers. Amongst UK automotive businesses, we are the ‘go-to’ people who strive for excellence in delivering a first class service with first class products. Our products come from a natural resource and we also offer customers recycling service after use.



Our passionate and dedicated teams of people are at the heart of everything we do.

  

Job Reference: STS02268","https://www.glassdoor.co.uk/Overview/W-EI_IE804911.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.uk/job-listing/j?jl=1009234259516","","Dumper Driver","Careermakers","Liverpool, England","","2024-04-12","hourly",17.0,18.0,"GBP",False,"","**Careermakers Recruitment are looking for Dumper Drivers in the Liverpool area on a temporary basis!**

Currently we have projects in and around Manchester city centre.

Candidates must have:

CPCS or NPORS  
Experience as a Dumper Driver  
2 references from previous workplaces.

Job Types: Full-time, Freelance

Pay: £17.50-£18.00 per hour

Schedule:

* Monday to Friday

Ability to commute/relocate:

* Liverpool: reliably commute or plan to relocate before starting work (required)

Experience:

* Dumper: 2 years (required)
* Excavator: 1 year (preferred)

Licence/Certification:

* Driving Licence (preferred)
* CPCS or NPORS (required)

Work Location: In person","https://www.glassdoor.co.uk/Overview/W-EI_IE3468234.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.uk/job-listing/j?jl=1009233584588","","Courier Controller / Transport Planner","Delivery 4 U Logistics Ltd","Runcorn, England","","2024-04-12","yearly",25000.0,25000.0,"GBP",False,"","\\*\\*Job Overview:\\*\\* We are seeking a Transport Planner to join our team. The ideal candidate will be responsible for coordinating and planning transportation operations to ensure efficient delivery of goods. \\*\\*Responsibilities:\\*\\* - Plan and coordinate transportation routes for delivery drivers - Communicate with drivers to ensure timely deliveries - Monitor and track transportation vehicles - Coordinate with warehouse staff for loading and unloading - Optimize delivery schedules for efficiency - Handle any issues or delays in transportation \\*\\*Qualifications:\\*\\* - Experience in commercial driving or transport planning - Ability to communicate effectively with drivers and warehouse staff - Proficiency in route optimization software is a plus - Capability to lift heavy objects if needed - Previous experience as a delivery driver or van driver is beneficial This position offers the opportunity to work in a dynamic environment where your planning skills will be crucial to the success of our transportation operations.

Job Types: Full-time, Permanent, Temp to perm, Freelance  
Contract length: 12 months

Pay: From £25,000.00 per year

Benefits:

* Company pension
* Employee discount
* On-site parking

Schedule:

* 10 hour shift
* Day shift
* Monday to Friday
* Weekend availability

Supplemental pay types:

* Bonus scheme
* Commission pay
* Performance bonus
* Tips
* Yearly bonus

Experience:

* transport planning: 1 year (required)
* courier controller: 1 year (required)

Licence/Certification:

* Driving Licence (preferred)

Work Location: In person

Expected start date: 15/04/2024","","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.uk/job-listing/j?jl=1009234256819","","360 driver","Careermakers","Liverpool, England","","2024-04-12","hourly",20.0,20.0,"GBP",False,"","Careermakers are currently recruiting for a 360 Excavator in Liverpool area on temporary basis.

Start: ASAP

Candidates will require to:

-Have CPCS/NPORS

- Need to be experienced driver

-Full PPE

If you interested please apply 01617642169 option 2

Job Type: Full-time

Pay: £20.00 per hour

Schedule:

* Monday to Friday

Experience:

* 360 driver: 1 year (required)

Licence/Certification:

* Driving Licence (preferred)
* CPCS/NPORS (required)

Work Location: In person","https://www.glassdoor.co.uk/Overview/W-EI_IE3468234.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.uk/job-listing/j?jl=1009234168171","","Sales/Delivery Driver","Ringtons","St Helens, Merseyside, England","","2024-04-12","yearly",23878.0,25500.0,"GBP",False,"","**\\*\\*\\*\\*\\* To be considered for this vacancy you must complete the skills tests \\*\\*\\*\\*\\***

**About Ringtons:** Ringtons is a fifth-generation family business steeped in history with its roots dating back to 1907 when Samuel Smith started selling tea door-to-door across Newcastle with a horse and cart. Jump to today and Ringtons is a thriving business operating in multiple sectors and categories. As one of the leading tea manufacturers in the UK, Ringtons already supplies some of the most well-known tea brands in the market as well as offering its own range of tea, coffee, biscuits and sweet treats to customers. Staying true to its heritage, Ringtons continue to reach customers through a traditional Doorstep delivery system and is proud to serve over 220,000 customers across the country who receive regular visits from their local salesperson.

**Our values**

**Do what’s right:** Driven by integrity, our obsession with quality, fair value and transparency means we don’t compromise on doing the right thing.

**Build collaborative relationships:** Relationships are at the core of our business. From engaging with our customers and partners to how we work internally with each other; we break down internal barriers and focus on collaboration at all levels – every interaction matters.

**Support growth and take ownership:** The growth of our business, our people and our customers is what brings us together. We take ownership of driving continuous improvement, from delivering exceptional customer service to bringing products to life. We keep moving forward.

**The Role:** Ringtons requires a Salesperson to service a number of these customers in and around the St Helens area**.** Your main duties are to deliver our products to our existing customer base, provide exceptional customer service and to showcase, promote and upsell our products.

**Tasks include:**

**Customers and Customer Service**

· Achieve and maintain your agreed target level of customer numbers.

· Provide exceptional customer service to all customers, embodying Ringtons’ values.

· Make every attempt to see all of your customers when their delivery is due.

· To leave an out slip whenever the customers are out with your contact details.

· Present the product basket to every customer using the company Doorstep structure.

· To show and tell every customer about the offers, new and core products.

· Deliver to new customers as per company policy and endeavor to see all customers at the correct times and on the day arranged.

· Hand out the required amount of Sample Boxes’ per company procedure.

· Follow the company complaints procedure to delight the customer

**Sales and Stock Control**

· Achieve and maintain your agreed target level of sales.

· Distribute each newsletter and customer communication with a follow up conversation two weeks later.

· Fill your day visiting and attaining new customers.

· Work the agreed hours.

· Make sure the sales device is a true representation of the day’s work.

· Conduct the weekly vehicle checks as per company procedure.

· Drive responsibly and courteously using Best Practice of ‘Go Forward First’, in a manner you can be proud of

· Maintain a clean and tidy workspace in all areas of your vehicle, to best present the products to your customers

**About You:**

No experience is required as full sales training is provided; however, the following are vital to succeed.

● You must have exceptional customer service

● A clear communicator who can make a connection with our customers

● Be motivated and target driven

● You will need a full driving license

● You need to be someone who believes that the more effort you put in, the more reward you should get.

Job Types: Full-time, Permanent

Pay: £23,878.00-£25,500.00 per year

Benefits:

* Bereavement leave
* Company pension
* Discounted or free food
* Employee mentoring programme
* Financial planning services
* Health & wellbeing programme
* Sick pay

Schedule:

* Day shift
* Monday to Friday

Supplemental pay types:

* Bonus scheme
* Commission pay
* Performance bonus

Application question(s):

* Would you be willing to have a DBS (Criminal Record) check carried out?
* Do you have the ability to work alone without immediate supervision/ self-sufficient/ self - motivated?
* Do you have basic IT skills?

Licence/Certification:

* Driving Licence (required)

Work authorisation:

* United Kingdom (required)

Work Location: In person","https://www.glassdoor.co.uk/Overview/W-EI_IE765621.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.uk/job-listing/j?jl=1009233688926","","Porter - Cpc Driver","Compass Group","Prescot, England","","2024-04-12","hourly",11.0,11.0,"GBP",False,"","We're currently recruiting a dedicated Porter - Cpc Driver to help ensure the smooth running of the operations in Healthcare on a part time basis, contracted to 17.5 hours per week.
As a Porter - Cpc Driver, you will use your skills to maintain a high standard of quality work. In return, you will have the chance to progress your career with a company that invests in its people, celebrates individuality, and rewards and recognises employees who go beyond the plate.
We ensure you're rewarded for all your hard work, which is why we offer a comprehensive benefits package which includes but is not limited to:* To help with the cost of living crisis, Compass will be providing a free meal or equivalent Subsidy while working
* Exclusive travel discounts with TUI, Expedia, Booking.com and many more
* Save money on your food shop with discounts on Tesco, Sainsbury's, Morrisons and many more
* Quick access for you and your immediate family to a Digital GP, and wider healthcare benefits
* Up to 44% off cinema tickets to enjoy your favourite blockbuster
* Regular emails filled with the best discounts and savings available
* Receive cash rewards every time you spend and use them on a wide range of brands
* Un-wind with us with free wellness, mindfulness and exercise classes
* You can share all discounts and offers with your friends and families
* Contributory pension scheme
* Grow your career with our Career Pathways and MyLearning programmes


Could you bring your spark to Healthcare? Here's what you need to know before applying:
Your key responsibilities will include:* Provide a transport and carrier service including the transfer of patients, records, specimens, equipment and a range of commodities.
* Ensure all vehicles are checked and cleaned to the required standards.
* Comply with all current transport legislation
* Offer a great customer experience by always putting the customer first


Our ideal Porter - Cpc Driver will:* A clean CPC licence with the 101 restriction removed
* A full clean UK driving licence (provisional licence not accepted)
* Passionate about customer care, with the ability to communicate effectively with patients, visitors and healthcare staff.
* Able to work under pressure, individually and as part of a team with a flexible approach to meet the needs of the business.
* Confident working in a hospital environment and aware at times you will meet patients that are particularly unwell or showing signs of distress.
* A can-do attitude, with a willingness to learn and go the extra mile for our customers.
* This position is subject to a Disclosure & Barring Service check; costs met by the employer.


Part of Compass Group U
Part of Compass Group UK&I, Medirest is the specialist healthcare operating company of Compass Group UK & Ireland, providing a full range of hotel services, including staff, patient and visitor catering, domestics, portering, security and reception, at over 130 NHS Trusts and private hospitals.


Job Reference: com/1104/71996010/52554009/R/ONEWJ


Compass Group UK&I wants everyone in our business to feel able to be themselves at work and to have an equal opportunity to progress their career. We want to create a culture where we respect and embrace everyone's talents, beliefs, backgrounds, and abilities. Where our colleagues feel valued, can reach their full potential, and thrive - Diversity is Our Strength!","https://www.glassdoor.co.uk/Overview/W-EI_IE10832.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.uk/job-listing/j?jl=1009233961863","","Packer/driver (nights)","Menzies Distribution","Chester, England","","2024-04-12","hourly",11.0,11.0,"GBP",False,"","***Packer /Driver (Nights) - 00.00am - 08.30am - Sunday - Thursday & Tuesday - Saturday (Additional hours maybe available other days).***



We have been delivering across the UK since 1833, we can reach areas that others cannot. Today, we are Logistic UK’s most innovative business of the year, with a strong focus on the future, sustainability, and innovation – We keep moving forwards.



We have an excellent opportunity for a Driver to join our Chester depot Newstrade team! Our team are responsible for delivering world-class service newspaper service and time critical to our retail customer base.



You will work closely with our Operational Team, who will support you to execute a busy multi-drop schedule. You will be responsible for delivering parcels to our clients and will be fully equipped to do so, driving one of our modern vehicles and having full access to our advanced track/trace technology.



Our customers rely on us to deliver our promises, and we rely on our drivers to ensure each delivery reaches our customers on time, in perfect condition and with a contagious smile.



And, let’s not forget, you’ll be joining one of the UK’s largest and most recognised distribution brands, where career, personal development and going the ‘extra mile’ is at the heart of their company ethos.


### **WHAT YOU WILL DO**


* Load your vehicle safely and within legislation
* Deliver Newstrade to our customers safely, efficiently and on time
* Ensure security of the vehicle and goods contained during transit to customer
* Uplifting previous days orders
* Complete all documentation as per company procedure
* Break down, allocate and load inbound magazine supplies
* Keep the warehouse safe, clean and tidy
* Adhere to company procedures and policies

### **WHAT YOU NEED**


* Full UK driving Licence (No more than 6 points)


* At least 3 years driving experience


* No previous disqualifications NI, DD or DR


* Solid local geographical knowledge of commercial addresses & streets


* Physically fit to meet the demands of a multi drop driving and warehouse role


* Hardworking, positive and a flexible attitude to work


* Undergo a background check/drug & alcohol test if successful


### **HOW WE WILL REWARD YOU**



In addition to a competitive remuneration package and company benefits, we provide ongoing development and learning programmes, services and support designed to help you manage and balance your work/life priorities.


* 31 Days Annual Leave (Pro-Rota)
* Pension Scheme
* Life Cover
* Cycle to Work Scheme
* Eye Care


INCLUSION



Menzies Distribution is committed to creating a fair and inclusive environment where employees feel safe, proud and valued. We encourage ways of working that treat everyone fairly and with respect, and we look to create opportunities to improve the diversity of our workforce across all areas of the business.



We seek to attract and recruit people from the widest talent pool, who reflect the society in which we work. And we aim to encourage an inclusive culture where people can feel empowered to be the very best they can be, and to reach their full potential creating value through diversity is what makes us strong as a business and as an organisation with an increasingly agile workforce, we're open to flexible working arrangements where appropriate.","https://www.glassdoor.co.uk/Overview/W-EI_IE805268.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.uk/job-listing/j?jl=1009232398189","","Multi Drop Delivery Driver","ON-DEMAND PEOPLE","Liverpool, England","","2024-04-12","hourly",11.0,12.0,"GBP",False,"office@on-demandpeople.co.uk","**We are looking for hard-working, enthusiastic individuals to join our client’s driving fleet in the Liverpool area (L36) on a temporary to permanent assignment starting next week.**

**KEY RESPONSIBILITIES:**

\\* Driving a 3.5-tonne Mercedes Sprinter size van throughout areas within the L, WA and Wirral postcodes.  
\\* To undertake daily vehicle checks as detailed in the Defect Report.  
\\* To deliver parcels/ other items to customers as detailed on Load Sheet (with Delivery Notes)  
\\* To obtain proof of delivery from each customer by obtaining a signature on the Delivery Note or electronic signature unit.  
\\* To collect parcels / other items according to the daily Collection Sheet and additional pick-up requests as advised by the Transport controller.  
\\* To assist in loading and unloading your vehicle.

**REQUIREMENTS:**

\\* Driving License (clean or soon to be so).  
\\* Good accident record.  
\\* Knowledge of L, WA and Wirral postcode areas.  
\\* Ability to read A-Z and journey plan daily route.  
\\* Fit, energetic and enthusiastic  
\\* Good Customer service standards and smart appearance.

**It would be best if you also had a range of personal skills and attributes including;**

\\* Flexibility  
\\* Be a good team worker  
\\* Disciplined  
\\* Have Health and Safety Awareness  
\\* Good verbal communication and interpersonal skills both face-to-face and on the telephone.  
\\* Relationship management with others  
\\* Stress Tolerance  
\\* Be polite at all times

**Schedule:**

\\* Day shift

\\* Monday to Friday

\\* Weekend availability

**Hours: 07:00 am – 17: 30 pm Monday to Friday**

**Rate of pay: £11.44 PAYE (holiday pay excl.) or £12.82 (holiday pay incl.)**

If you feel that this position is for you, please send your CV to office@on-demandpeople.co.uk and a member of the team will contact you to discuss further.

Job Types: Full-time, Temp to perm

Pay: £11.44-£12.82 per hour

Expected hours: 50 per week

Benefits:

* Company pension
* Free parking
* On-site parking

Schedule:

* 10 hour shift
* Monday to Friday
* Weekend availability

Ability to commute/relocate:

* Liverpool, L36: reliably commute or plan to relocate before starting work (preferred)

Experience:

* Multidrop delivery: 1 year (required)
* Driving: 1 year (required)

Licence/Certification:

* Driving Licence (required)

Work authorisation:

* United Kingdom (required)

Work Location: In person

Reference ID: LIV0124","","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.uk/job-listing/j?jl=1009233532223","","Delivery Driver Mon - Sat","Morris Quality Bakers Ltd","Chorley, England","","2024-04-12","","","","",False,"","Driver required to work as a cover driver for holidays and sickness, this would suit someone who is organised, enjoys variation in their working week and flexible with start time as this could be from midnight on weekdays. This is a permanent contract working 52 weeks per year, approximately 37.5 hours a week. Full training and uniform is provided. Applicants must hold a full driving licence and be able to work occasional Saturdays.

The role is paid at above minimum wage which will be discussed at interview stage.

Job Type: Full-time

Benefits:

* Company pension
* Employee discount
* On-site parking

Schedule:

* 8 hour shift

Work Location: On the road","","","","","","","","","","",""
